site,day,date,year,day_of_year,lambda_t,mu_t,sigma2_t,observed_occupancy,admission_count
Site 4,266,2023-09-23,2023,266,2.40694,9.14647,83.65795,15,2.40694
Site 4,267,2023-09-24,2023,267,2.41623,9.15782,83.86569,26,2.41623
Site 4,268,2023-09-25,2023,268,2.42559,9.16901,84.07067,12,2.42559
Site 4,269,2023-09-26,2023,269,2.43499,9.18002,84.27279,20,2.43499
Site 4,270,2023-09-27,2023,270,2.44444,9.19087,84.47201,15,2.44444
Site 4,271,2023-09-28,2023,271,2.45394,9.20153,84.66823,25,2.45394
Site 4,272,2023-09-29,2023,272,2.46348,9.21202,84.8614,24,2.46348
Site 4,273,2023-09-30,2023,273,2.47306,9.22233,85.05144,24,2.47306
Site 4,274,2023-10-01,2023,274,2.48268,9.23246,85.23829,24,2.48268
Site 4,275,2023-10-02,2023,275,2.49233,9.2424,85.42188,24,2.49233
Site 4,276,2023-10-03,2023,276,2.50202,9.25214,85.60215,30,2.50202
Site 4,277,2023-10-04,2023,277,2.51174,9.2617,85.77903,23,2.51174
Site 4,278,2023-10-05,2023,278,2.52148,9.27105,85.95245,19,2.52148
Site 4,279,2023-10-06,2023,279,2.53124,9.28021,86.12236,26,2.53124
Site 4,280,2023-10-07,2023,280,2.54103,9.28917,86.28869,23,2.54103
Site 4,281,2023-10-08,2023,281,2.55083,9.29792,86.45138,20,2.55083
Site 4,282,2023-10-09,2023,282,2.56065,9.30647,86.61038,21,2.56065
Site 4,283,2023-10-10,2023,283,2.57047,9.31481,86.76562,30,2.57047
Site 4,284,2023-10-11,2023,284,2.58031,9.32293,86.91706,28,2.58031
Site 4,285,2023-10-12,2023,285,2.59015,9.33084,87.06463,20,2.59015
Site 4,286,2023-10-13,2023,286,2.6,9.33854,87.20827,23,2.6
Site 4,287,2023-10-14,2023,287,2.60985,9.34601,87.34795,21,2.60985
Site 4,288,2023-10-15,2023,288,2.61969,9.35327,87.4836,30,2.61969
Site 4,289,2023-10-16,2023,289,2.62953,9.3603,87.61518,25,2.62953
Site 4,290,2023-10-17,2023,290,2.63935,9.3671,87.74264,16,2.63935
Site 4,291,2023-10-18,2023,291,2.64917,9.37368,87.86592,22,2.64917
Site 4,292,2023-10-19,2023,292,2.65897,9.38003,87.985,26,2.65897
Site 4,293,2023-10-20,2023,293,2.66876,9.38615,88.09981,31,2.66876
Site 4,294,2023-10-21,2023,294,2.67852,9.39204,88.21033,32,2.67852
Site 4,295,2023-10-22,2023,295,2.68826,9.39769,88.3165,22,2.68826
Site 4,296,2023-10-23,2023,296,2.69798,9.4031,88.41829,20,2.69798
Site 4,297,2023-10-24,2023,297,2.70767,9.40828,88.51566,35,2.70767
Site 4,298,2023-10-25,2023,298,2.71732,9.41321,88.60858,26,2.71732
Site 4,299,2023-10-26,2023,299,2.72694,9.41791,88.697,28,2.72694
Site 4,300,2023-10-27,2023,300,2.73652,9.42236,88.7809,17,2.73652
Site 4,301,2023-10-28,2023,301,2.74606,9.42657,88.86025,31,2.74606
Site 4,302,2023-10-29,2023,302,2.75556,9.43054,88.93502,20,2.75556
Site 4,303,2023-10-30,2023,303,2.76501,9.43425,89.00517,25,2.76501
Site 4,304,2023-10-31,2023,304,2.77441,9.43773,89.07068,24,2.77441
Site 4,305,2023-11-01,2023,305,2.78377,9.44095,89.13153,37,2.78377
Site 4,306,2023-11-02,2023,306,2.79306,9.44392,89.18769,20,2.79306
Site 4,307,2023-11-03,2023,307,2.8023,9.44665,89.23915,38,2.8023
Site 4,308,2023-11-04,2023,308,2.81148,9.44912,89.28588,14,2.81148
Site 4,309,2023-11-05,2023,309,2.8206,9.45134,89.32786,28,2.8206
Site 4,310,2023-11-06,2023,310,2.82965,9.45331,89.36509,33,2.82965
Site 4,311,2023-11-07,2023,311,2.83863,9.45503,89.39754,31,2.83863
Site 4,312,2023-11-08,2023,312,2.84755,9.45649,89.42521,19,2.84755
Site 4,313,2023-11-09,2023,313,2.85639,9.4577,89.44808,30,2.85639
Site 4,314,2023-11-10,2023,314,2.86515,9.45865,89.46614,26,2.86515
Site 4,315,2023-11-11,2023,315,2.87384,9.45936,89.4794,30,2.87384
Site 4,316,2023-11-12,2023,316,2.88244,9.4598,89.48783,37,2.88244
Site 4,317,2023-11-13,2023,317,2.89096,9.45999,89.49145,25,2.89096
Site 4,318,2023-11-14,2023,318,2.89939,9.45993,89.49024,25,2.89939
Site 4,319,2023-11-15,2023,319,2.90774,9.45961,89.48422,23,2.90774
Site 4,320,2023-11-16,2023,320,2.91599,9.45904,89.47337,31,2.91599
Site 4,321,2023-11-17,2023,321,2.92415,9.45821,89.45771,32,2.92415
Site 4,322,2023-11-18,2023,322,2.93222,9.45713,89.43724,17,2.93222
Site 4,323,2023-11-19,2023,323,2.94018,9.45579,89.41198,20,2.94018
Site 4,324,2023-11-20,2023,324,2.94805,9.4542,89.38191,28,2.94805
Site 4,325,2023-11-21,2023,325,2.95581,9.45236,89.34707,31,2.95581
Site 4,326,2023-11-22,2023,326,2.96347,9.45026,89.30747,39,2.96347
Site 4,327,2023-11-23,2023,327,2.97102,9.44792,89.26311,37,2.97102
Site 4,328,2023-11-24,2023,328,2.97846,9.44532,89.21401,30,2.97846
Site 4,329,2023-11-25,2023,329,2.98578,9.44247,89.1602,31,2.98578
Site 4,330,2023-11-26,2023,330,2.99299,9.43937,89.10169,30,2.99299
Site 4,331,2023-11-27,2023,331,3.00009,9.43602,89.0385,24,3.00009
Site 4,332,2023-11-28,2023,332,3.00707,9.43243,88.97067,32,3.00707
Site 4,333,2023-11-29,2023,333,3.01392,9.42858,88.89821,24,3.01392
Site 4,334,2023-11-30,2023,334,3.02066,9.4245,88.82115,27,3.02066
Site 4,335,2023-12-01,2023,335,3.02727,9.42017,88.73952,29,3.02727
Site 4,336,2023-12-02,2023,336,3.03375,9.41559,88.65335,28,3.03375
Site 4,337,2023-12-03,2023,337,3.04011,9.41077,88.56268,29,3.04011
Site 4,338,2023-12-04,2023,338,3.04633,9.40572,88.46753,34,3.04633
Site 4,339,2023-12-05,2023,339,3.05242,9.40042,88.36794,25,3.05242
Site 4,340,2023-12-06,2023,340,3.05838,9.39489,88.26396,28,3.05838
Site 4,341,2023-12-07,2023,341,3.0642,9.38912,88.15561,23,3.0642
Site 4,342,2023-12-08,2023,342,3.06988,9.38312,88.04294,36,3.06988
Site 4,343,2023-12-09,2023,343,3.07543,9.37689,87.92599,23,3.07543
Site 4,344,2023-12-10,2023,344,3.08083,9.37042,87.8048,26,3.08083
Site 4,345,2023-12-11,2023,345,3.0861,9.36373,87.67943,34,3.0861
Site 4,346,2023-12-12,2023,346,3.09121,9.35681,87.5499,25,3.09121
Site 4,347,2023-12-13,2023,347,3.09619,9.34967,87.41628,32,3.09619
Site 4,348,2023-12-14,2023,348,3.10101,9.3423,87.27861,34,3.10101
Site 4,349,2023-12-15,2023,349,3.10569,9.33472,87.13694,34,3.10569
Site 4,350,2023-12-16,2023,350,3.11021,9.32691,86.99133,21,3.11021
Site 4,351,2023-12-17,2023,351,3.11459,9.3189,86.84182,30,3.11459
Site 4,352,2023-12-18,2023,352,3.11881,9.31066,86.68848,32,3.11881
Site 4,353,2023-12-19,2023,353,3.12288,9.30222,86.53135,25,3.12288
Site 4,354,2023-12-20,2023,354,3.1268,9.29357,86.37049,37,3.1268
Site 4,355,2023-12-21,2023,355,3.13055,9.28472,86.20597,37,3.13055
Site 4,356,2023-12-22,2023,356,3.13415,9.27566,86.03785,27,3.13415
Site 4,357,2023-12-23,2023,357,3.1376,9.2664,85.86617,25,3.1376
Site 4,358,2023-12-24,2023,358,3.14088,9.25694,85.69102,29,3.14088
Site 4,359,2023-12-25,2023,359,3.144,9.24729,85.51244,36,3.144
Site 4,360,2023-12-26,2023,360,3.14697,9.23745,85.3305,24,3.14697
Site 4,361,2023-12-27,2023,361,3.14977,9.22742,85.14527,32,3.14977
Site 4,362,2023-12-28,2023,362,3.1524,9.2172,84.95682,24,3.1524
Site 4,363,2023-12-29,2023,363,3.15488,9.2068,84.7652,25,3.15488
Site 4,364,2023-12-30,2023,364,3.15719,9.19622,84.5705,35,3.15719
Site 4,365,2023-12-31,2023,365,3.15933,9.18547,84.37277,31,3.15933
Site 5,1,2023-01-01,2023,1,1.764,7.83356,61.36462,18,1.764
Site 5,2,2023-01-02,2023,2,1.76151,7.82014,61.15456,18,1.76151
Site 5,3,2023-01-03,2023,3,1.75894,7.80671,60.94478,11,1.75894
Site 5,4,2023-01-04,2023,4,1.7563,7.79329,60.73532,14,1.7563
Site 5,5,2023-01-05,2023,5,1.75357,7.77986,60.52625,13,1.75357
Site 5,6,2023-01-06,2023,6,1.75078,7.76644,60.31763,14,1.75078
Site 5,7,2023-01-07,2023,7,1.74791,7.75303,60.10953,11,1.74791
Site 5,8,2023-01-08,2023,8,1.74496,7.73964,59.902,19,1.74496
Site 5,9,2023-01-09,2023,9,1.74194,7.72626,59.69511,17,1.74194
Site 5,10,2023-01-10,2023,10,1.73885,7.71291,59.48892,16,1.73885
Site 5,11,2023-01-11,2023,11,1.73569,7.69958,59.28348,6,1.73569
Site 5,12,2023-01-12,2023,12,1.73247,7.68628,59.07885,16,1.73247
Site 5,13,2023-01-13,2023,13,1.72917,7.67301,58.87509,14,1.72917
Site 5,14,2023-01-14,2023,14,1.7258,7.65978,58.67226,17,1.7258
Site 5,15,2023-01-15,2023,15,1.72237,7.6466,58.47042,11,1.72237
Site 5,16,2023-01-16,2023,16,1.71887,7.63345,58.26962,13,1.71887
Site 5,17,2023-01-17,2023,17,1.7153,7.62036,58.06991,13,1.7153
Site 5,18,2023-01-18,2023,18,1.71168,7.60732,57.87136,15,1.71168
Site 5,19,2023-01-19,2023,19,1.70798,7.59434,57.67401,14,1.70798
Site 5,20,2023-01-20,2023,20,1.70423,7.58142,57.47793,17,1.70423
Site 5,21,2023-01-21,2023,21,1.70042,7.56856,57.28316,13,1.70042
Site 5,22,2023-01-22,2023,22,1.69655,7.55578,57.08976,8,1.69655
Site 5,23,2023-01-23,2023,23,1.69262,7.54306,56.89778,15,1.69262
Site 5,24,2023-01-24,2023,24,1.68863,7.53042,56.70726,15,1.68863
Site 5,25,2023-01-25,2023,25,1.68459,7.51786,56.51827,15,1.68459
Site 5,26,2023-01-26,2023,26,1.68049,7.50539,56.33085,10,1.68049
Site 5,27,2023-01-27,2023,27,1.67634,7.493,56.14504,9,1.67634
Site 5,28,2023-01-28,2023,28,1.67213,7.4807,55.96091,12,1.67213
Site 5,29,2023-01-29,2023,29,1.66788,7.4685,55.77849,6,1.66788
Site 5,30,2023-01-30,2023,30,1.66357,7.4564,55.59783,10,1.66357
Site 5,31,2023-01-31,2023,31,1.65922,7.44439,55.41898,14,1.65922
Site 5,32,2023-02-01,2023,32,1.65482,7.4325,55.24199,12,1.65482
Site 5,33,2023-02-02,2023,33,1.65037,7.42071,55.0669,10,1.65037
Site 5,34,2023-02-03,2023,34,1.64588,7.40903,54.89375,15,1.64588
Site 5,35,2023-02-04,2023,35,1.64135,7.39747,54.72258,12,1.64135
Site 5,36,2023-02-05,2023,36,1.63677,7.38603,54.55345,16,1.63677
Site 5,37,2023-02-06,2023,37,1.63216,7.37471,54.38638,9,1.63216
Site 5,38,2023-02-07,2023,38,1.6275,7.36352,54.22143,11,1.6275
Site 5,39,2023-02-08,2023,39,1.62281,7.35246,54.05863,4,1.62281
Site 5,40,2023-02-09,2023,40,1.61808,7.34153,53.89803,12,1.61808
Site 5,41,2023-02-10,2023,41,1.61331,7.33073,53.73965,10,1.61331
Site 5,42,2023-02-11,2023,42,1.60851,7.32008,53.58354,6,1.60851
Site 5,43,2023-02-12,2023,43,1.60368,7.30957,53.42974,9,1.60368
Site 5,44,2023-02-13,2023,44,1.59882,7.2992,53.27828,10,1.59882
Site 5,45,2023-02-14,2023,45,1.59393,7.28898,53.1292,7,1.59393
Site 5,46,2023-02-15,2023,46,1.58901,7.27891,52.98253,12,1.58901
Site 5,47,2023-02-16,2023,47,1.58407,7.269,52.83831,15,1.58407
Site 5,48,2023-02-17,2023,48,1.5791,7.25924,52.69657,12,1.5791
Site 5,49,2023-02-18,2023,49,1.57411,7.24964,52.55735,13,1.57411
Site 5,50,2023-02-19,2023,50,1.56909,7.24021,52.42067,12,1.56909
Site 5,51,2023-02-20,2023,51,1.56406,7.23095,52.28657,13,1.56406
Site 5,52,2023-02-21,2023,52,1.559,7.22185,52.15507,8,1.559
Site 5,53,2023-02-22,2023,53,1.55393,7.21292,52.02621,10,1.55393
Site 5,54,2023-02-23,2023,54,1.54884,7.20417,51.90002,14,1.54884
Site 5,55,2023-02-24,2023,55,1.54374,7.19559,51.77652,13,1.54374
Site 5,56,2023-02-25,2023,56,1.53862,7.18719,51.65574,7,1.53862
Site 5,57,2023-02-26,2023,57,1.5335,7.17898,51.53772,9,1.5335
Site 5,58,2023-02-27,2023,58,1.52836,7.17095,51.42246,12,1.52836
Site 5,59,2023-02-28,2023,59,1.52322,7.1631,51.31001,12,1.52322
Site 5,60,2023-03-01,2023,60,1.51806,7.15544,51.20037,7,1.51806
Site 5,61,2023-03-02,2023,61,1.51291,7.14798,51.09359,11,1.51291
Site 5,62,2023-03-03,2023,62,1.50775,7.14071,50.98968,10,1.50775
Site 5,63,2023-03-04,2023,63,1.50258,7.13363,50.88866,8,1.50258
Site 5,64,2023-03-05,2023,64,1.49742,7.12675,50.79055,9,1.49742
Site 5,65,2023-03-06,2023,65,1.49225,7.12007,50.69538,8,1.49225
Site 5,66,2023-03-07,2023,66,1.48709,7.11359,50.60317,14,1.48709
Site 5,67,2023-03-08,2023,67,1.48194,7.10732,50.51393,12,1.48194
Site 5,68,2023-03-09,2023,68,1.47678,7.10125,50.42769,8,1.47678
Site 5,69,2023-03-10,2023,69,1.47164,7.09538,50.34445,18,1.47164
Site 5,70,2023-03-11,2023,70,1.4665,7.08973,50.26425,8,1.4665
Site 5,71,2023-03-12,2023,71,1.46138,7.08428,50.18709,10,1.46138
Site 5,72,2023-03-13,2023,72,1.45626,7.07905,50.11299,11,1.45626
Site 5,73,2023-03-14,2023,73,1.45116,7.07404,50.04198,6,1.45116
Site 5,74,2023-03-15,2023,74,1.44607,7.06923,49.97405,11,1.44607
Site 5,75,2023-03-16,2023,75,1.441,7.06465,49.90923,10,1.441
Site 5,76,2023-03-17,2023,76,1.43594,7.06028,49.84752,13,1.43594
Site 5,77,2023-03-18,2023,77,1.43091,7.05613,49.78895,6,1.43091
Site 5,78,2023-03-19,2023,78,1.42589,7.0522,49.73353,5,1.42589
Site 5,79,2023-03-20,2023,79,1.4209,7.04849,49.68125,9,1.4209
Site 5,80,2023-03-21,2023,80,1.41593,7.04501,49.63215,4,1.41593
Site 5,81,2023-03-22,2023,81,1.41099,7.04175,49.58621,9,1.41099
Site 5,82,2023-03-23,2023,82,1.40607,7.03871,49.54346,8,1.40607
Site 5,83,2023-03-24,2023,83,1.40118,7.0359,49.50391,13,1.40118
Site 5,84,2023-03-25,2023,84,1.39632,7.03332,49.46755,4,1.39632
Site 5,85,2023-03-26,2023,85,1.39149,7.03096,49.4344,7,1.39149
Site 5,86,2023-03-27,2023,86,1.38669,7.02883,49.40447,15,1.38669
Site 5,87,2023-03-28,2023,87,1.38192,7.02693,49.37776,13,1.38192
Site 5,88,2023-03-29,2023,88,1.37719,7.02526,49.35427,13,1.37719
Site 5,89,2023-03-30,2023,89,1.3725,7.02382,49.33402,6,1.3725
Site 5,90,2023-03-31,2023,90,1.36784,7.02261,49.317,8,1.36784
Site 5,91,2023-04-01,2023,91,1.36323,7.02162,49.30321,13,1.36323
Site 5,92,2023-04-02,2023,92,1.35865,7.02087,49.29267,7,1.35865
Site 5,93,2023-04-03,2023,93,1.35412,7.02035,49.28537,10,1.35412
Site 5,94,2023-04-04,2023,94,1.34963,7.02007,49.28131,9,1.34963
Site 5,95,2023-04-05,2023,95,1.34518,7.02001,49.2805,10,1.34518
Site 5,96,2023-04-06,2023,96,1.34078,7.02018,49.28294,7,1.34078
Site 5,97,2023-04-07,2023,97,1.33643,7.02058,49.28861,17,1.33643
Site 5,98,2023-04-08,2023,98,1.33212,7.02122,49.29754,15,1.33212
Site 5,99,2023-04-09,2023,99,1.32787,7.02209,49.3097,6,1.32787
Site 5,100,2023-04-10,2023,100,1.32366,7.02318,49.3251,13,1.32366
Site 5,101,2023-04-11,2023,101,1.31951,7.02451,49.34374,4,1.31951
Site 5,102,2023-04-12,2023,102,1.31541,7.02607,49.36561,13,1.31541
Site 5,103,2023-04-13,2023,103,1.31137,7.02785,49.39071,12,1.31137
Site 5,104,2023-04-14,2023,104,1.30738,7.02987,49.41904,10,1.30738
Site 5,105,2023-04-15,2023,105,1.30345,7.03211,49.45058,6,1.30345
Site 5,106,2023-04-16,2023,106,1.29958,7.03458,49.48533,6,1.29958
Site 5,107,2023-04-17,2023,107,1.29577,7.03728,49.52329,4,1.29577
Site 5,108,2023-04-18,2023,108,1.29202,7.0402,49.56444,13,1.29202
Site 5,109,2023-04-19,2023,109,1.28832,7.04335,49.60878,13,1.28832
Site 5,110,2023-04-20,2023,110,1.2847,7.04672,49.6563,5,1.2847
Site 5,111,2023-04-21,2023,111,1.28113,7.05032,49.70699,13,1.28113
Site 5,112,2023-04-22,2023,112,1.27763,7.05414,49.76085,11,1.27763
Site 5,113,2023-04-23,2023,113,1.2742,7.05818,49.81785,9,1.2742
Site 5,114,2023-04-24,2023,114,1.27083,7.06243,49.87799,13,1.27083
Site 5,115,2023-04-25,2023,115,1.26753,7.06691,49.94125,4,1.26753
Site 5,116,2023-04-26,2023,116,1.26431,7.07161,50.00763,15,1.26431
Site 5,117,2023-04-27,2023,117,1.26115,7.07652,50.0771,7,1.26115
Site 5,118,2023-04-28,2023,118,1.25806,7.08164,50.14966,10,1.25806
Site 5,119,2023-04-29,2023,119,1.25504,7.08698,50.22529,18,1.25504
Site 5,120,2023-04-30,2023,120,1.25209,7.09253,50.30397,8,1.25209
Site 5,121,2023-05-01,2023,121,1.24922,7.09829,50.38569,11,1.24922
Site 5,122,2023-05-02,2023,122,1.24643,7.10425,50.47043,8,1.24643
Site 5,123,2023-05-03,2023,123,1.2437,7.11043,50.55818,7,1.2437
Site 5,124,2023-05-04,2023,124,1.24106,7.1168,50.64891,12,1.24106
Site 5,125,2023-05-05,2023,125,1.23849,7.12338,50.7426,7,1.23849
Site 5,126,2023-05-06,2023,126,1.236,7.13016,50.83924,13,1.236
Site 5,127,2023-05-07,2023,127,1.23358,7.13714,50.93881,5,1.23358
Site 5,128,2023-05-08,2023,128,1.23125,7.14432,51.04127,14,1.23125
Site 5,129,2023-05-09,2023,129,1.22899,7.15169,51.14663,6,1.22899
Site 5,130,2023-05-10,2023,130,1.22682,7.15925,51.25484,3,1.22682
Site 5,131,2023-05-11,2023,131,1.22472,7.167,51.36588,11,1.22472
Site 5,132,2023-05-12,2023,132,1.22271,7.17494,51.47974,10,1.22271
Site 5,133,2023-05-13,2023,133,1.22078,7.18306,51.59639,10,1.22078
Site 5,134,2023-05-14,2023,134,1.21894,7.19137,51.71579,12,1.21894
Site 5,135,2023-05-15,2023,135,1.21717,7.19986,51.83793,3,1.21717
Site 5,136,2023-05-16,2023,136,1.21549,7.20852,51.96278,9,1.21549
Site 5,137,2023-05-17,2023,137,1.2139,7.21736,52.09031,17,1.2139
Site 5,138,2023-05-18,2023,138,1.21238,7.22637,52.22049,13,1.21238
Site 5,139,2023-05-19,2023,139,1.21096,7.23556,52.35329,12,1.21096
Site 5,140,2023-05-20,2023,140,1.20962,7.24491,52.48869,9,1.20962
Site 5,141,2023-05-21,2023,141,1.20836,7.25442,52.62665,7,1.20836
Site 5,142,2023-05-22,2023,142,1.2072,7.2641,52.76713,3,1.2072
Site 5,143,2023-05-23,2023,143,1.20612,7.27393,52.91012,11,1.20612
Site 5,144,2023-05-24,2023,144,1.20512,7.28392,53.05556,14,1.20512
Site 5,145,2023-05-25,2023,145,1.20422,7.29407,53.20344,12,1.20422
Site 5,146,2023-05-26,2023,146,1.2034,7.30436,53.35372,7,1.2034
Site 5,147,2023-05-27,2023,147,1.20267,7.3148,53.50635,8,1.20267
Site 5,148,2023-05-28,2023,148,1.20202,7.32539,53.66131,6,1.20202
Site 5,149,2023-05-29,2023,149,1.20147,7.33611,53.81856,4,1.20147
Site 5,150,2023-05-30,2023,150,1.201,7.34698,53.97805,5,1.201
Site 5,151,2023-05-31,2023,151,1.20062,7.35797,54.13976,6,1.20062
Site 5,152,2023-06-01,2023,152,1.20034,7.3691,54.30364,9,1.20034
Site 5,153,2023-06-02,2023,153,1.20014,7.38036,54.46965,11,1.20014
Site 5,154,2023-06-03,2023,154,1.20003,7.39174,54.63776,8,1.20003
Site 5,155,2023-06-04,2023,155,1.2,7.40324,54.80791,9,1.2
Site 5,156,2023-06-05,2023,156,1.20007,7.41486,54.98008,10,1.20007
Site 5,157,2023-06-06,2023,157,1.20022,7.42659,55.1542,7,1.20022
Site 5,158,2023-06-07,2023,158,1.20047,7.43843,55.33025,11,1.20047
Site 5,159,2023-06-08,2023,159,1.2008,7.45038,55.50818,16,1.2008
Site 5,160,2023-06-09,2023,160,1.20122,7.46244,55.68794,7,1.20122
Site 5,161,2023-06-10,2023,161,1.20173,7.47459,55.86948,9,1.20173
Site 5,162,2023-06-11,2023,162,1.20233,7.48684,56.05276,3,1.20233
Site 5,163,2023-06-12,2023,163,1.20302,7.49918,56.23774,10,1.20302
Site 5,164,2023-06-13,2023,164,1.2038,7.51161,56.42436,11,1.2038
Site 5,165,2023-06-14,2023,165,1.20466,7.52413,56.61257,10,1.20466
Site 5,166,2023-06-15,2023,166,1.20561,7.53673,56.80233,8,1.20561
Site 5,167,2023-06-16,2023,167,1.20665,7.54941,56.99359,11,1.20665
Site 5,168,2023-06-17,2023,168,1.20777,7.56216,57.18629,8,1.20777
Site 5,169,2023-06-18,2023,169,1.20898,7.57498,57.38038,10,1.20898
Site 5,170,2023-06-19,2023,170,1.21028,7.58787,57.57581,16,1.21028
Site 5,171,2023-06-20,2023,171,1.21166,7.60082,57.77253,9,1.21166
Site 5,172,2023-06-21,2023,172,1.21313,7.61384,57.97049,17,1.21313
Site 5,173,2023-06-22,2023,173,1.21468,7.6269,58.16962,14,1.21468
Site 5,174,2023-06-23,2023,174,1.21632,7.64002,58.36988,15,1.21632
Site 5,175,2023-06-24,2023,175,1.21804,7.65318,58.57121,7,1.21804
Site 5,176,2023-06-25,2023,176,1.21985,7.66639,58.77356,10,1.21985
Site 5,177,2023-06-26,2023,177,1.22174,7.67964,58.97686,8,1.22174
Site 5,178,2023-06-27,2023,178,1.22371,7.69292,59.18106,7,1.22371
Site 5,179,2023-06-28,2023,179,1.22576,7.70624,59.3861,10,1.22576
Site 5,180,2023-06-29,2023,180,1.2279,7.71958,59.59193,14,1.2279
Site 5,181,2023-06-30,2023,181,1.23011,7.73295,59.79848,12,1.23011
Site 5,182,2023-07-01,2023,182,1.23241,7.74633,60.00569,13,1.23241
Site 5,183,2023-07-02,2023,183,1.23478,7.75974,60.21351,8,1.23478
Site 5,184,2023-07-03,2023,184,1.23723,7.77315,60.42188,12,1.23723
Site 5,185,2023-07-04,2023,185,1.23976,7.78657,60.63073,3,1.23976
Site 5,186,2023-07-05,2023,186,1.24237,7.8,60.84,13,1.24237
Site 5,187,2023-07-06,2023,187,1.24505,7.81343,61.04963,5,1.24505
Site 5,188,2023-07-07,2023,188,1.24781,7.82685,61.25956,10,1.24781
Site 5,189,2023-07-08,2023,189,1.25065,7.84026,61.46973,9,1.25065
Site 5,190,2023-07-09,2023,190,1.25356,7.85367,61.68007,15,1.25356
Site 5,191,2023-07-10,2023,191,1.25654,7.86705,61.89052,8,1.25654
Site 5,192,2023-07-11,2023,192,1.25959,7.88042,62.10101,16,1.25959
Site 5,193,2023-07-12,2023,193,1.26272,7.89376,62.31148,7,1.26272
Site 5,194,2023-07-13,2023,194,1.26591,7.90708,62.52187,11,1.26591
Site 5,195,2023-07-14,2023,195,1.26918,7.92036,62.73212,10,1.26918
Site 5,196,2023-07-15,2023,196,1.27251,7.93361,62.94215,15,1.27251
Site 5,197,2023-07-16,2023,197,1.27591,7.94682,63.1519,8,1.27591
Site 5,198,2023-07-17,2023,198,1.27937,7.95998,63.36131,12,1.27937
Site 5,199,2023-07-18,2023,199,1.28291,7.9731,63.5703,9,1.28291
Site 5,200,2023-07-19,2023,200,1.2865,7.98616,63.77883,9,1.2865
Site 5,201,2023-07-20,2023,201,1.29016,7.99918,63.98681,14,1.29016
Site 5,202,2023-07-21,2023,202,1.29388,8.01213,64.19418,6,1.29388
Site 5,203,2023-07-22,2023,203,1.29767,8.02502,64.40089,6,1.29767
Site 5,204,2023-07-23,2023,204,1.30151,8.03784,64.60685,10,1.30151
Site 5,205,2023-07-24,2023,205,1.30541,8.05059,64.812,9,1.30541
Site 5,206,2023-07-25,2023,206,1.30937,8.06327,65.01629,15,1.30937
Site 5,207,2023-07-26,2023,207,1.31339,8.07587,65.21963,14,1.31339
Site 5,208,2023-07-27,2023,208,1.31746,8.08839,65.42197,11,1.31746
Site 5,209,2023-07-28,2023,209,1.32158,8.10082,65.62324,15,1.32158
Site 5,210,2023-07-29,2023,210,1.32576,8.11316,65.82338,8,1.32576
Site 5,211,2023-07-30,2023,211,1.32999,8.12541,66.0223,12,1.32999
Site 5,212,2023-07-31,2023,212,1.33427,8.13756,66.21996,11,1.33427
Site 5,213,2023-08-01,2023,213,1.3386,8.14962,66.41629,7,1.3386
Site 5,214,2023-08-02,2023,214,1.34298,8.16157,66.61121,9,1.34298
Site 5,215,2023-08-03,2023,215,1.3474,8.17341,66.80467,10,1.3474
Site 5,216,2023-08-04,2023,216,1.35187,8.18514,66.9966,13,1.35187
Site 5,217,2023-08-05,2023,217,1.35638,8.19676,67.18693,7,1.35638
Site 5,218,2023-08-06,2023,218,1.36093,8.20826,67.3756,11,1.36093
Site 5,219,2023-08-07,2023,219,1.36553,8.21964,67.56255,11,1.36553
Site 5,220,2023-08-08,2023,220,1.37017,8.2309,67.74771,15,1.37017
Site 5,221,2023-08-09,2023,221,1.37484,8.24203,67.93102,11,1.37484
Site 5,222,2023-08-10,2023,222,1.37955,8.25302,68.11241,13,1.37955
Site 5,223,2023-08-11,2023,223,1.3843,8.26389,68.29183,8,1.3843
Site 5,224,2023-08-12,2023,224,1.38908,8.27461,68.4692,11,1.38908
Site 5,225,2023-08-13,2023,225,1.3939,8.2852,68.64448,3,1.3939
Site 5,226,2023-08-14,2023,226,1.39874,8.29564,68.8176,11,1.39874
Site 5,227,2023-08-15,2023,227,1.40362,8.30593,68.98849,6,1.40362
Site 5,228,2023-08-16,2023,228,1.40852,8.31608,69.1571,13,1.40852
Site 5,229,2023-08-17,2023,229,1.41346,8.32607,69.32338,19,1.41346
Site 5,230,2023-08-18,2023,230,1.41841,8.3359,69.48725,10,1.41841
Site 5,231,2023-08-19,2023,231,1.42339,8.34558,69.64866,14,1.42339
Site 5,232,2023-08-20,2023,232,1.4284,8.35509,69.80757,16,1.4284
Site 5,233,2023-08-21,2023,233,1.43342,8.36444,69.9639,15,1.43342
Site 5,234,2023-08-22,2023,234,1.43847,8.37363,70.1176,13,1.43847
Site 5,235,2023-08-23,2023,235,1.44353,8.38264,70.26862,9,1.44353
Site 5,236,2023-08-24,2023,236,1.44861,8.39148,70.41691,16,1.44861
Site 5,237,2023-08-25,2023,237,1.45371,8.40014,70.56241,9,1.45371
Site 5,238,2023-08-26,2023,238,1.45882,8.40863,70.70507,11,1.45882
Site 5,239,2023-08-27,2023,239,1.46394,8.41694,70.84484,15,1.46394
Site 5,240,2023-08-28,2023,240,1.46907,8.42506,70.98166,9,1.46907
Site 5,241,2023-08-29,2023,241,1.47421,8.433,71.1155,12,1.47421
